Name,Age,Gender,Location,Daily_Usage_Hours,Sleep_Hours,Interllectual_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
Jennifer Chen,34,Other,Port Anthony,7.7,5.9,75,2,2.2,2,8,10,1,74,16,2.4,2.9,0.9,Browsing,2,4.2,10
Charles Williams,69,Other,Lisaport,4.2,5.6,88,10,0.5,9,6,2,1.1,58,19,3.3,0.4,0.2,Gaming,5,7.1,10
Denise Peters,55,Other,Jonathonfort,4.6,5.7,98,4,0.6,8,5,1,1.1,46,18,2.2,2.5,1.7,Browsing,3,7.4,10
Pamela Torres,28,Male,Swansonhaven,2.9,6.5,94,5,0,8,7,5,1.3,126,15,3.3,1.1,0,Gaming,4,3.4,9.6
Sandra Hanson,91,Female,East Calebburgh,6.8,5.5,55,1,0.6,9,10,10,1.1,129,10,3.2,2.6,0.7,Browsing,8,4.9,10
Donna Shaffer,6,Male,Hugheschester,4.7,5.9,61,10,0.1,10,4,2,2,95,12,3.3,2.4,0.6,Social Media,3,5.1,10
Erin Garcia,83,Female,Nicholsburgh,4.1,7.6,85,6,0.1,3,3,3,0.8,25,20,3,0.2,1.5,Other,3,7.7,8
Amy Smith,8,Female,Port Jordanmouth,0,6,75,0,0.8,5,7,4,1.2,111,7,3,1.6,0,Education,1,3.6,5.2
Megan Knight,13,Female,Kimberlychester,4.3,9.3,61,2,0,7,8,4,0.3,31,5,2.6,2.6,0.8,Other,5,6.4,6.5
Valerie Henderson,10,Male,Melissashire,3.3,8,60,7,0.4,6,6,2,1.6,70,20,3,1.5,0.8,Education,9,4.9,9.2
Austin Nelson,73,Female,Wagnermouth,8,5.8,79,7,1.1,1,1,4,0.7,130,17,1.8,2.4,1.4,Browsing,4,4.5,10
Michael Evans,63,Other,Marioville,5,5.1,90,3,1,6,8,9,0.7,68,18,2.6,2.4,1.3,Browsing,9,8.3,10
Diane Day,97,Other,Lake Rachel,2.5,4.8,51,10,1.3,6,10,1,0.5,83,6,2,0,3,Gaming,5,4.5,5
Brian Mcdonald,61,Female,Meghanfurt,4.8,4,81,0,1.6,9,5,4,1.4,124,18,2.8,2.2,1.4,Browsing,6,4.7,10
Eric Hunter,77,Other,New Julie,5,5.5,71,6,0.4,7,3,10,1,92,14,1.5,0.6,1.5,Browsing,7,9,9
Victoria Huff,73,Female,Donnaside,7.1,3,56,6,0,1,4,1,1.4,116,18,2.2,2.3,2.1,Other,5,4.1,10
Ana Le,97,Female,Cameronbury,7.9,6.5,55,4,0,8,9,5,2,97,11,1.8,0.8,0.3,Gaming,9,2.4,10
Daniel Robinson,8,Male,Parksfurt,7.4,6.4,81,9,0.4,4,10,4,1.4,116,6,1.2,0,1,Social Media,5,3.9,8.9
Justin Collins,67,Female,New Kellystad,2.5,5.4,66,0,0.6,9,8,4,0.6,85,14,1.9,1.2,1.7,Social Media,9,5,7.4
Paula Jones,52,Male,Blackburnhaven,6.4,7.8,62,3,0,6,3,7,0.6,41,11,2.6,3.6,2.2,Other,5,9.4,10
Kathryn Matthews,93,Other,Lake Luis,7,7.9,89,1,0.7,3,10,8,1,56,11,2.4,0.8,0,Other,9,3.2,9.6
Michelle Jones,10,Female,Matthewland,5.1,4.3,63,9,1.3,4,8,6,0,49,6,3,0.8,2.2,Browsing,1,7.9,8.9
Erica Brown,78,Male,Nancyfort,6.9,7.1,98,8,0.2,8,4,8,1.2,54,7,1.3,0.8,0.3,Gaming,10,6.9,7.9
Michelle Perez,57,Female,West Alanfort,4,6.2,59,7,0.2,10,10,1,0.7,114,13,2.7,2.5,0.8,Social Media,5,6.9,10
Steven Davis,27,Male,Sanchezport,6.6,9.4,82,3,1.1,7,4,7,0.3,83,20,0.7,1.8,0.5,Gaming,5,3.5,10
Lynn Smith,50,Male,North Saraburgh,5.7,6.2,77,3,1.6,4,1,8,2,115,12,2.3,1,1.9,Education,3,6.2,10
Maria Fuller DDS,15,Other,South Jamesborough,2.9,5.8,67,9,0,7,3,1,1.1,86,13,2.6,1.7,0.9,Education,8,7,8.6
Sheila Bennett,44,Female,Boothside,4.8,4.1,63,9,1.2,9,7,7,0.3,91,20,1.9,1.6,1.4,Gaming,4,8,10
Elizabeth Harding,50,Female,Wilsonside,7.3,6.3,77,6,0.5,3,5,6,0.7,138,6,2.8,1.7,2.4,Browsing,4,8.6,10
Bradley Jones,25,Female,West Kathleen,4.9,5.6,98,8,0.4,4,2,3,0.5,121,10,4.1,0.7,1.3,Other,1,6.3,10
Juan Carpenter,95,Male,Flowersshire,6.7,5.9,79,7,0,2,9,7,0.2,130,17,2.2,2.1,0.2,Browsing,5,3.1,10
Michael Garcia,46,Other,Prestonfort,2.2,8.2,60,5,2,10,7,3,0.5,70,10,3.4,1.1,2.3,Gaming,2,9.7,6
Michael Parker,16,Male,New Christianfort,3.3,7.6,55,0,0,4,2,6,1.2,47,15,2.8,0,0.6,Browsing,1,7.2,6.2
Alan Torres,69,Other,Port Melvinshire,6.8,4.8,76,6,2.2,2,8,5,0.9,142,12,4,0,1.6,Other,5,7.9,10
Mary Roman,96,Other,Richardbury,5.2,6.6,93,4,0,8,10,4,1.1,36,18,2.5,1.9,1.6,Education,10,7.5,10
Joshua Moore,49,Male,Jamieville,6,3.1,78,1,1,4,4,2,0.6,130,6,2.7,1.8,1.6,Browsing,3,10,10
Douglas Mason,62,Other,New Darlene,5.9,5,74,1,1,9,8,3,0.8,94,6,4.6,2.7,1.2,Gaming,2,4,10
Donna Morgan,49,Female,Kellyton,3.7,4.6,72,0,0.6,4,10,7,1.2,146,18,2,2.2,1.8,Gaming,10,4.6,10
Russell Klein,60,Male,Port Waynehaven,8.4,7.7,57,3,1.4,6,8,5,0.5,49,14,1.3,1.5,1.4,Education,10,4.6,10
Alexander Bailey,77,Other,Jasminville,0.8,7.4,70,7,1.7,9,1,1,0.8,67,10,2.9,0.9,1.2,Browsing,6,8.9,4.2
Jordan Shelton,49,Other,Michelleside,7.2,3,84,4,1.8,3,8,5,0.9,83,8,2.9,2.6,1.6,Education,4,6.4,10
Robert Decker,46,Male,Adammouth,4.6,5.3,91,4,0.9,10,3,6,0.8,129,6,1.6,2.2,0.8,Social Media,6,3.4,9.5
Travis Ponce,100,Male,Port Natalie,2.4,6.8,63,8,0,9,8,7,0.8,50,16,2,1.3,0.9,Other,1,8,6.5
Jennifer Young,24,Female,East Christopher,4.3,6.6,94,9,1,2,10,4,0.8,47,17,1.6,1.4,0,Social Media,5,0.7,8.3
David Logan,83,Other,Duanebury,6.8,6.1,92,8,2,9,1,5,1,46,6,2.1,1.7,1.7,Other,5,2.9,9.7
Jonathan Roberts Jr.,87,Other,Lake Willieshire,6.3,5.4,100,8,2,5,5,3,1.8,30,12,1.6,1.4,1.8,Browsing,5,5.5,9.6
William Wolfe,83,Female,Joneschester,5.3,9.7,52,5,1,3,3,8,1.7,145,9,2.3,1.3,0,Education,6,7.3,8.8
Sharon Smith,100,Other,North Anne,4.4,5.7,99,2,1.2,1,4,10,0.9,58,9,2.5,1,0.6,Other,2,4.3,8
Brittany Kirk,94,Other,New Alicia,8.1,6.7,50,0,2,4,7,7,0.5,63,7,2.1,0,1.8,Other,7,7.2,9.5
Michael Harris,60,Other,Lake Lori,3.6,6,65,9,0.4,5,2,6,1.6,83,11,1.1,2.2,0.8,Education,4,4.5,7.8
Michael Rodriguez,13,Other,Johnsmouth,5,5.5,66,5,0.8,2,10,10,1.4,129,17,2.7,1.6,1.2,Social Media,1,7.1,10
Anthony Andrews,46,Other,Banksshire,4.1,7.2,57,10,0.9,3,10,1,1.4,145,10,1.5,1.7,0.7,Gaming,7,6.7,8.6
Dorothy Patel,60,Other,East Jakehaven,4.3,9.2,53,8,0.5,10,3,10,1.6,47,14,2.7,1.2,0,Social Media,2,5.6,7.3
Diana Hess,10,Male,Mccannshire,4.2,7.6,58,1,1.2,4,2,7,1.1,59,15,2.7,1.1,0.8,Education,9,4.3,8.4
Jeffrey Franklin,35,Male,Sharonside,6.4,4.4,60,5,0.5,7,1,3,0.6,42,10,2.4,1.2,0.4,Browsing,5,5.9,10
Christopher Juarez,58,Female,Peterfort,3.3,7.2,74,4,1.3,2,7,4,1,111,6,2.7,1.8,1.6,Other,6,4.3,7.6
Michael Crane,48,Female,Kerrchester,5.7,8,96,1,0.9,3,4,2,1.5,65,20,3.3,2.7,1.9,Gaming,3,7.8,10
Michelle Scott,82,Other,Taylorbury,5.7,6.2,97,4,1.4,7,2,4,0.8,134,14,2.3,1.5,0,Social Media,5,5.2,10
Brianna Clark,59,Other,Andrewview,1.8,4.1,98,2,1.3,9,6,9,0.5,49,6,2.6,1.9,0.8,Other,5,7.8,6.4
Michael Morris,46,Female,North Michaelland,0.2,5.4,60,5,1.5,6,3,2,2.4,102,17,1.7,1.2,0.1,Gaming,10,6.6,5.8
Alyssa Webb MD,11,Female,Jonesbury,2.7,6.9,55,9,0.7,6,8,6,2.1,139,13,1.6,2.9,0.9,Education,8,7.6,9.1
Holly Williams,34,Male,Lake Sabrinaburgh,4.3,6.7,93,6,0.4,7,9,6,0.8,33,13,2.5,0,1.8,Social Media,8,4,6.7
Audrey Hall,9,Other,Michaelside,4.5,6.5,85,6,0.8,10,8,10,0.5,22,18,4.3,2,1,Education,8,5.7,10
Barbara Hancock,43,Male,Martinport,4.6,5.6,91,6,1.6,3,7,9,0.7,128,14,2.9,0.9,1.6,Social Media,3,3,10
Luke Klein,61,Other,Parkerfurt,7.5,5.9,84,6,1.5,7,9,6,1.6,76,13,2.1,2.1,0.8,Browsing,8,11.5,10
Christopher Newman,66,Other,Brandonbury,5.3,6.1,98,2,1.7,9,4,2,1.1,51,7,3.2,0,0.9,Other,1,6.1,7.9
Eric Bryant,98,Other,Lake Crystalborough,4.9,4.8,73,3,1.8,5,3,2,1.1,105,14,1,0,1,Education,8,4.2,8.4
Kendra Everett,15,Male,Jacksonborough,5.4,6.9,57,10,0.6,9,3,9,1.2,45,5,0.2,1.2,1.2,Education,3,5.9,5.3
Jasmine Lin,69,Other,Ericamouth,0.5,6.2,57,7,1,6,6,1,0.9,73,7,4,2.3,1.2,Education,8,5.7,6.6
David Castaneda,89,Other,North Isaiahbury,7.6,6,100,3,1.4,4,4,6,1,105,9,3.9,0.3,1.3,Gaming,8,9.4,10
Teresa Nelson,71,Male,Hollyton,7.6,3,69,10,0.4,5,7,8,0.5,66,7,2.1,3.1,2,Social Media,5,5.8,10
Ronald Davis,87,Female,Kimberlybury,2.5,5.6,87,9,0.7,8,5,3,1.6,90,12,3.4,1.4,1.2,Browsing,2,6.9,8.7
Brandon Green,52,Female,Debrafurt,5.5,6.4,93,10,0.3,8,10,7,1.5,57,9,3,0.8,0.3,Education,4,9.9,9
Megan Bowman,22,Female,Lake Brian,2.7,4.6,51,6,0.6,4,7,8,1.3,100,12,3.8,1,2.6,Education,6,4.3,9.6
Melissa Castro,26,Male,West Samantha,7,5.4,96,0,0.5,5,9,9,1.2,100,18,2.8,1.8,0.4,Other,9,3.4,10
Alex Valdez,32,Female,South Stephaniebury,5.3,5,83,0,1,7,3,7,1,22,10,2.6,2.7,1.7,Education,9,1.7,10
Fernando Alexander,27,Female,West Melissabury,4.7,5.3,94,1,1.5,9,6,4,0.5,104,12,2.5,1.9,0.9,Social Media,4,4.5,10
Alexandra Lin,83,Other,New Kristen,5.4,4.9,68,10,1.2,1,2,6,0.6,127,12,3.4,1.1,2.4,Other,3,3.3,10
Amber Payne,10,Other,West Melissa,8.5,5.2,63,6,1,9,10,9,1.1,59,17,2.3,2.7,3,Social Media,9,9,10
Kimberly English,29,Other,East Deborahchester,6.2,4.4,56,4,0.9,1,5,6,1.5,46,14,2.2,1.2,0,Browsing,5,2.9,10
Sharon Schwartz,93,Female,Sabrinaton,2.7,5.1,82,9,0.4,3,5,6,0.5,67,17,3.5,0.9,1,Education,2,1.8,9.3
Jeffrey Mendoza,88,Male,Angelaside,3.5,5.1,77,6,1.7,1,1,2,1.2,91,9,2,0.9,1.1,Other,2,7.7,7.5
Devin Hansen,21,Female,North Catherine,3.5,7.2,94,0,0.5,1,6,7,2,84,11,2.7,2.9,0.8,Gaming,10,5.2,9.4
Brandy Miller,99,Male,Lake Raymond,6.6,5,84,4,1,2,6,8,0.4,63,16,1.7,0,1.1,Gaming,5,6.7,10
Adam Turner,53,Other,New Vincent,6.1,7.5,71,10,0.6,7,10,4,1.5,39,20,1.8,1.9,2.6,Education,9,5.8,10
Kathleen Price,75,Other,Emmamouth,3.3,5.6,59,6,0.6,7,4,10,1.2,140,5,2.6,1.7,0.2,Education,9,1.8,8.6
Bryan Horton,94,Male,New Teresa,6.3,7.2,81,7,0,3,4,3,1.9,77,15,2.5,0.4,1.8,Social Media,7,5,10
Tina White,45,Male,Cruzland,6.5,7.9,93,10,1.7,9,4,1,0.6,113,8,4.3,2.5,0.7,Browsing,10,7.1,10
Corey Howell,90,Other,West Colin,4.6,8.4,84,4,1.8,3,4,1,0.5,51,18,4.4,2.2,0.7,Other,9,6.8,10
Matthew Gutierrez,78,Other,Schultzfurt,1.6,6,75,9,1,8,4,4,0.3,62,17,1.7,1.2,0.9,Education,10,4.1,6.1
Jennifer Gomez,87,Male,Jonesside,8.1,7.7,71,5,0.1,9,3,5,1.4,143,6,2.8,0.7,0,Other,9,6.4,10
Amy Ponce,89,Female,East Williamborough,4.7,5.8,51,8,1.3,2,9,7,0.3,60,10,4.1,1.2,1.3,Browsing,6,5,10
Kimberly Mcdowell,38,Other,Elliottton,8.8,7.1,59,10,0.2,10,4,2,1.1,141,14,0.9,0.5,1.2,Browsing,8,5.5,10
Caitlin Cook,85,Female,Floresview,8.9,7,93,9,1.4,9,8,3,0,70,5,1.8,1.8,0.5,Browsing,9,4.4,10
Kyle Mercado,62,Male,Leonardfurt,3,3.5,83,1,1.9,1,4,3,0.6,35,17,2.3,3.3,1,Social Media,1,9.6,10
Daniel Carlson,23,Male,West Tammy,4.5,7.8,74,4,0.6,7,9,3,1.3,104,15,0.8,0,0.9,Browsing,4,4.1,6.5
Kathryn Cox,33,Female,Smithton,5.4,7.5,57,10,0,4,2,2,0.4,80,20,2.5,0.4,1.6,Other,1,5.1,10
Brandon Soto,29,Other,New Jaimemouth,6.3,3,74,10,0.7,6,2,4,0.7,95,8,2.5,0.9,0.2,Education,2,3.1,10
Scott Thompson,47,Female,Markport,5.9,5.8,71,2,2,6,7,1,1.5,76,18,1.4,1.6,2,Other,4,7.7,10
Michael Hopkins,5,Female,North Austin,10.6,9.1,93,8,2.8,10,6,8,1.4,36,7,3.7,1.2,2.5,Other,8,6.3,10
Wyatt Mills,87,Female,Campbellland,4.3,6.3,87,6,1.8,3,9,3,1.1,129,20,1.2,1.5,1.3,Gaming,7,6.1,10
Daniel King,66,Female,Lake Roger,7.9,6.5,61,9,2.1,1,3,7,1.1,49,5,2.6,1.5,2.3,Other,5,5.7,10
Abigail Mitchell,86,Male,Ortegafort,2.8,5.9,57,2,1,6,6,1,1,81,16,1.7,1.7,1,Browsing,2,8,8.1
Russell Pittman,12,Male,Lake Brent,3.8,6.7,60,4,2.8,4,4,3,1.1,24,19,1.3,1.8,0.4,Other,5,7.7,7.8
Stephanie Simpson,71,Other,Alyssaton,5.6,9.4,83,7,0.3,9,9,8,1.2,77,19,1.4,2.5,0.9,Browsing,8,4.3,10
Bianca Williams,61,Female,North Reginahaven,9.7,5.8,76,0,2.6,2,7,9,1.5,100,12,1.7,0.4,0.6,Gaming,7,7.6,10
Joshua Obrien,22,Male,Lawrencefort,4.3,8,74,9,1.4,8,3,4,1.3,22,16,2.6,2.4,1.9,Browsing,1,5.1,8.9
Justin Clark,49,Male,Port Royfurt,5,3.3,98,8,1.5,5,6,7,0,48,18,3,2.2,2.5,Social Media,7,5.2,10
Ryan Fletcher,72,Female,Ashleytown,4.8,10,57,0,0.4,10,4,7,0.2,92,7,2.1,1.3,0.5,Other,7,1.5,6.4
Matthew Floyd,64,Male,Katherineport,4.2,7,62,6,0.4,8,3,8,0.9,68,14,1.8,1.9,1.3,Other,6,4.3,8.6
Kelly Vasquez,25,Male,South Dawn,8.4,7.7,99,5,0.4,6,5,4,0.3,143,6,2.7,0.8,0.9,Gaming,1,8.1,10
Amanda Jacobs,59,Other,Lake Janetborough,6.2,7.9,79,5,2.6,1,4,2,0.7,71,17,0.9,0.6,0.2,Gaming,10,8.1,8.6
Angela Parrish,72,Female,East Kyle,4.8,5.4,82,2,1.3,5,8,2,0.9,39,14,1.4,1.6,0.5,Gaming,7,7.9,8.7
Lauren Flynn,78,Female,Port Marcus,8,7.7,75,1,1,4,6,4,0.2,107,11,2.7,1.3,1.6,Social Media,3,5.3,10
Tara Stevens,66,Female,West Carlos,6.7,3.5,74,10,0,2,7,3,0.6,70,11,0.4,1,0.2,Social Media,7,7.1,10
Joseph Sellers,46,Other,East Paula,7.2,4.4,52,5,0.1,6,2,9,0.5,50,13,1.5,0.3,0,Browsing,5,6.4,10
Daniel Mullen,50,Female,New Rebeccamouth,6,5.6,89,5,0.9,1,7,8,1.6,112,19,2.7,1.8,1.1,Social Media,7,4.7,10
Edward Bradley,39,Other,Port Lindseyberg,7.4,4.6,86,6,0,8,3,9,1.6,90,20,2.3,1.3,0,Social Media,2,7,10
James Mcconnell,76,Female,South Steven,7.5,8.5,82,7,1.2,3,9,8,2.2,45,15,2.2,0.7,1.1,Gaming,3,6.2,10
Emma Hendrix,52,Male,Aprilburgh,7,6.8,77,9,0,10,6,9,0.6,140,10,3.4,1.4,1.1,Social Media,6,5.1,10
Spencer Cook,49,Female,East Kelly,5.8,7.3,77,10,0.4,10,3,7,1.2,74,8,2,1.5,2.1,Education,8,5.9,8.7
Robert Ramirez,37,Female,Lake Brandonburgh,3.9,8,57,9,0.4,1,5,6,2.1,92,10,2.4,0,0.7,Other,1,7.3,6.1
Linda Cooley,60,Other,Lake Rebecca,5.3,6.2,91,6,1.3,6,10,7,0.8,143,16,1.7,0.2,0.7,Social Media,2,7.3,10
Anne Gonzales,16,Male,Lisaland,3,5.6,77,1,0.4,7,7,6,1.4,27,17,4,0.9,0.9,Education,1,5.3,9
Travis Ellis,25,Male,Lake Tonyfort,4.2,6.2,58,4,0.8,6,5,10,0.3,90,14,0.6,0.9,0.9,Browsing,2,7,7.2
Nicole Reynolds,7,Male,West Ryan,7.8,6.6,85,8,2.3,1,4,3,1.7,148,16,3.1,3,1.8,Other,2,6.9,10
Ivan Martinez,19,Other,Sophiachester,5,6.6,82,1,1.3,7,5,5,0.4,25,14,0.5,1,0,Other,1,4.8,6.5
Tara Carter,48,Male,West Michaelland,6.4,5.1,89,10,1,4,8,1,1.5,139,6,2.9,3.2,1,Gaming,5,5.3,10
Alicia Hill,90,Other,Lake Davidfort,4.7,3,83,10,0.9,8,2,9,1,102,5,2.1,1.2,1.4,Social Media,10,6.8,9.5
Victoria Morgan,32,Female,Lake Ashley,6.1,5.3,94,3,1.5,1,7,9,1.2,100,13,3.6,0.8,0.5,Education,6,7.8,10
Joseph Sweeney,27,Other,Reyeston,5,5.4,71,7,0,10,5,9,1.1,83,20,4.1,1.5,0.3,Social Media,2,4.6,10
Maria Mendez,32,Female,Shawnfurt,3.4,8.4,72,10,1.5,6,10,1,1,32,15,2.6,1.4,2.2,Education,10,2.8,6.8
Ruben Adams,21,Female,Brandyview,2,7.1,59,2,1.3,9,9,7,0.9,128,6,2.7,0.8,2,Other,7,9.7,5.7
Robert Morrow,36,Female,Garymouth,6.6,6.9,83,8,0,4,8,3,1.2,40,10,3.4,1.8,1.4,Browsing,8,1.6,10
Jeffrey Dunn,20,Male,Derrickmouth,2,7.9,99,5,1.7,10,8,2,1.4,103,8,3.2,0,2.1,Browsing,8,7.4,4.9
Shane Jefferson,94,Male,Wagnershire,3.5,6.5,100,9,2,8,4,5,0.9,150,12,0.2,2.3,1.6,Gaming,7,2.7,8.1
Christine Webb,69,Male,Rachelside,8,4.8,74,0,1.9,6,4,4,0.8,80,19,3.7,1.8,2.1,Gaming,6,1.5,10
Christopher Walker,61,Other,South Kimberly,7.5,6.2,65,5,0.9,1,9,5,0.5,77,20,1.8,0.6,0.2,Browsing,8,4.9,10
William Lee MD,11,Female,Martinshire,5,7.6,77,1,0.3,6,9,2,1.4,106,18,3.8,2.1,0.8,Other,8,4.2,10
Robin Smith,12,Female,Rebeccaborough,1.6,4.8,83,7,1.4,10,6,10,0.7,20,7,3.3,1.1,0.7,Browsing,8,6.1,5.4
Anthony Young,12,Male,Port Brandon,8.2,5.1,79,8,2.8,9,3,3,0.8,90,19,3.1,1.3,2.3,Other,7,6.3,10
Michael Williams,96,Male,East Kevinville,4,3.3,69,3,1.7,3,3,8,1,142,9,3,0.2,1.7,Gaming,6,10.8,10
Aaron Thomas,85,Female,Markfurt,3.5,10,50,5,0,7,10,7,1,50,11,1.9,0.8,0.6,Education,7,4.3,4.4
Michele Galvan,3,Male,North Robertstad,2.6,7,94,3,2.2,4,4,5,0.9,150,5,1.9,2.5,0.4,Gaming,10,8.3,7.5
Christina Wilson,56,Male,Laurietown,7.6,7.8,93,4,0,7,2,7,1.2,67,19,3.2,2.6,1.2,Other,2,6.8,10
Sandra Bolton,40,Male,West Michael,7.1,9.6,92,10,0.6,3,10,10,0.7,33,5,1,1.2,1.3,Social Media,6,6.6,6.2
Patrick Li,3,Female,North Richard,6.8,5.8,77,5,1.2,5,7,8,1.8,21,5,1.4,1.1,0,Social Media,2,9.7,7.8
Colleen Norris,38,Female,West Nathan,3.7,5.5,57,8,0,2,9,3,1,33,17,3,0.2,0.7,Gaming,7,3.6,8.2
Valerie Munoz,35,Male,Tiffanyton,5.2,5.2,68,9,1.3,5,1,3,0.7,20,13,2.4,1.4,0.5,Education,2,5.8,9.4
Steven Atkinson,21,Female,North Johnstad,6.2,6.2,80,3,0.9,4,9,10,0.2,35,10,2.4,1.4,1.1,Browsing,7,4.2,9.6
Marissa Smith,44,Male,Frankhaven,3.4,7.1,54,3,0.9,10,9,5,1.5,102,15,2.5,0.9,1.5,Gaming,10,8.2,8.3
Jeffrey Coleman,59,Male,Lake Richardside,3.2,5.4,78,3,1.4,4,10,9,0.4,145,17,2.4,1.1,0.5,Social Media,7,4.6,10
Courtney Mcclure,43,Male,Lake Stevenland,3.3,4.9,93,0,0.6,3,4,8,1.5,34,16,2,0,1.4,Gaming,1,2.4,6.7
John Fitzgerald,29,Other,Port Billyshire,4,4.4,58,10,1,9,6,1,0.8,92,14,2,2.8,1.2,Social Media,9,5.9,10
Matthew Schneider,20,Other,Lisamouth,4,8.8,71,8,0.7,10,5,4,1,120,16,1.7,3.7,0.9,Other,3,5.6,10
Bailey White,73,Other,Port Rebecca,4.3,7,55,4,2,6,1,7,0.8,142,13,2.3,1.5,0,Social Media,6,8.2,10
Neil Knight,69,Female,North Johnshire,3.8,6,76,6,0.9,6,2,8,0.8,123,14,3.3,1.6,0.9,Other,10,8.2,10
Rebecca Short,11,Male,Port Christina,2.6,6.7,59,1,1,2,8,1,1.5,50,19,1.2,2.7,2,Gaming,8,6.4,8
Mary Barrett,6,Female,Brockchester,6.3,5.9,88,1,0,9,10,9,0.5,141,11,3.5,1.1,0,Browsing,2,6.7,10
Nicholas Ford,31,Female,Port Jeanfurt,3.3,5,92,10,0,6,6,10,1.7,35,18,5,2.8,0.5,Gaming,6,7.1,10
Brandi Harrison,48,Female,West Elizabeth,5.9,5,88,10,0,1,3,5,0.8,112,15,1.8,1.8,2,Browsing,5,1.8,10
Taylor Sanchez,7,Other,Stephaniechester,2.9,3.3,56,2,1.1,2,7,2,1.5,89,11,2.5,0,0.6,Browsing,5,6.2,7.7
Robert Berry,2,Other,Melissatown,5.5,7.5,97,7,2.1,8,8,10,1.2,118,17,3.4,1.9,0.4,Gaming,8,6,10
Michele Romero,92,Female,East Steven,4.7,7.2,69,4,1.2,8,4,4,0.8,53,11,3,2.2,0.7,Browsing,1,6.2,9.6
Susan Hernandez,59,Female,East Juliaborough,8.6,8.1,72,7,0.6,5,2,3,1.5,101,19,2,2.1,2.1,Social Media,5,2.9,10
Diana Herrera,67,Female,West Tiffanystad,5,4.3,66,9,1,4,7,2,0.5,28,15,5,2.4,0.8,Browsing,7,6.9,10
Kimberly Adams,21,Female,Port Charles,7,5.7,57,3,0.9,2,4,10,1.1,57,12,4.8,1.2,1,Education,7,5.4,10
Steven Horne,64,Male,New Abigailborough,3.4,5.5,61,1,1,2,8,9,1.3,27,12,1.8,0.6,1.4,Other,10,5.5,6
Shawn Moreno,11,Male,Hugheshaven,2.7,7.3,82,8,1.5,10,1,2,1.3,131,10,2.2,0.9,1.7,Browsing,5,6.7,6.8
Claudia Kelly,29,Male,Contrerasburgh,4.6,8.9,93,6,1.3,5,7,7,1,44,8,1,0.8,0.3,Other,4,6.2,4.4
Jason Shaw,36,Female,South Nicole,4.2,7.5,87,5,0.3,9,1,8,0.9,75,8,1.5,3.8,1.6,Other,1,8.3,8.9
Pedro Diaz,14,Other,Wendymouth,4,7.1,98,6,1.9,6,1,8,0.3,79,16,1.8,3.4,1,Education,5,4.9,10
Xavier Ruiz,2,Female,Annafurt,5.3,4.4,68,10,0.2,2,7,6,0.4,136,9,2.7,1.9,1,Gaming,4,10.1,10
Mark Ellis,47,Other,Susanport,3.3,6.7,69,2,0.5,6,4,7,1.6,20,10,1,0,0.2,Education,8,5.4,3.3
Mrs. Jillian Pennington MD,47,Female,New Edwardfurt,3.4,6.2,79,10,1,10,5,2,0.9,109,11,4.3,2.3,2.3,Gaming,7,6.2,10
Joel Simmons,52,Female,Watersland,3.7,6.5,99,1,0.3,5,3,9,0.5,93,6,1,3.3,1.3,Other,3,2.8,7.8
Michelle Williams,57,Female,South Dana,5.2,6.3,76,10,0.8,10,10,5,1,125,20,3,0,0.7,Social Media,3,2.8,10
Bill Lopez,53,Female,Hortonmouth,8.2,7.6,62,10,1.5,2,6,2,0.8,61,10,2.2,0,1.2,Social Media,3,7.7,9.8
David Williams,32,Other,Daughertyshire,6.2,6.1,67,8,0.2,10,10,3,0.8,95,11,2.6,1.9,0.7,Social Media,3,4.2,10
Kimberly Vazquez,54,Female,Carlastad,7,7.4,93,7,2,7,4,8,1.3,94,19,3.1,1.6,1.3,Social Media,2,3.5,10
Kim Christian,65,Male,Millsbury,3.7,5.3,79,3,1.2,8,3,4,1.4,96,7,2.5,1.6,2.2,Browsing,7,5.3,8.5
Michelle Krueger,48,Other,Hernandezbury,8.2,5.1,76,4,1.1,6,1,4,0.9,29,12,2.3,1.4,1.5,Gaming,3,7.5,10
Jessica Herrera,77,Female,North Kellychester,7.5,8.4,95,10,0,8,4,5,1.9,56,7,1.8,2.3,1.2,Browsing,8,5,9.9
John Kim,16,Male,Lake Pamelaberg,2.5,6.7,81,1,1.6,7,1,8,0.6,85,6,1.2,2.1,0.7,Other,5,7.4,5.4
Marcus Walker,38,Other,Brendastad,6,6.7,80,7,1.1,7,1,10,1.7,133,7,2.9,2.2,0,Education,8,5.4,10
Rhonda Hurley,61,Female,Hartmouth,4.8,4.8,59,0,0.8,7,1,5,0.5,55,13,2,1.2,1.5,Other,7,3.3,9.3
Michele Green,15,Female,Williamsfurt,4.5,8.7,57,9,0.3,9,8,1,0.4,147,10,1,0.9,0.3,Other,5,2.8,7
Brandon Sanchez,59,Male,South Raymondmouth,6.2,6.9,67,2,0.3,8,9,2,1.1,122,16,2.3,1.4,1.9,Education,6,4.7,10
Latoya Thomas,66,Other,Angelaburgh,7.8,5.4,91,8,0.9,9,6,4,1,147,11,2.8,1.3,0.9,Browsing,10,2.4,10
